"word_txt","word_tr","phrase_txt","phrase_tr","prev_word_txt","prev_word_tr","next_word_txt","next_word_tr","poss_type","pronominal","ablative","poss_rel"
"obo","3.sg.poss","Obo bin a Uba","Her name was Uba","deya","cop.pst.sgS,","bin","name","obo","yes","no",NA
"ngämo","1.sg.poss","Be ngämo kak ngämo yae bo mäg bo bin a Sana","As for my grandmother, and my mother's mother's name is Sana","be","but","kak","grandmother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Be ngämo kak ngämo yae bo mäg bo bin a Sana","As for my grandmother, and my mother's mother's name is Sana","","","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Be ngämo kak ngämo yae bo mäg bo bin a Sana","As for my grandmother, and my mother's mother's name is Sana","yae","mother","mäg","mother","bo","yes","no","kinship"
"bo","3.sg.poss","Be ngämo kak ngämo yae bo mäg bo bin a Sana","As for my grandmother, and my mother's mother's name is Sana","mäg","mother","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo masar ereya ngämo baba bo baba obo bin a Ese","My grandfather who was my father's father, his name was Ese","sana","sago,","masar","grandfather","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo masar ereya ngämo baba bo baba obo bin a Ese","My grandfather who was my father's father, his name was Ese","ereya","cop.where.pst.sgS","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo masar ereya ngämo baba bo baba obo bin a Ese","My grandfather who was my father's father, his name was Ese","baba","father","baba","father","bo","yes","no","kinship"
"obo","3.sg.poss","Ngämo masar ereya ngämo baba bo baba obo bin a Ese","My grandfather who was my father's father, his name was Ese","baba","father","bin","name","obo","yes","no",NA
"ngämo","1.sg.poss","Ede ngäna ubi ubi komlla eka de ngämo masar eka gogalle ada Teme eka da wa Ende eka da","They, my grandparents spoke two languages, Tame and Ende language.","de","acc","masar","grandfather","ngämo","yes","no","kinship"
"obo","3.sg.poss","Obo bin a Warama wainen","His name is Warama","da","nom,","bin","name","obo","yes","no",NA
"obo","3.sg.poss","Obo mabun a bunkuttang","His totem is the catfish","wainen","cop.who.prs.sgS,","mabun","clan","obo","yes","no",NA
"obo","3.sg.poss","Obo eka da Ende","His language is Ende","bunkuttang","catfish,","eka","speak","obo","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo llɨg a siks dag","Yes I have six children.","","","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo llɨg aba pate ddob täräp me ngäna mɨnyi ai dan Ingglis eka walle eka bog a Ende eka walle","To my children I would sometimes speak in English and in Ende language.","dag","cop.prs.plS,","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo kokok a dadeg","I have my grandchildren.","walle","ins,","kokok","grandchildren","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ede ddob täräp me ngäna mɨnyi Ingglis eka walle eka gogalle adawatta ngämo kokok a era oba - ngämo llɨg a era ddob ttängäm att mälla de dällädaebeyo","So sometimes I would speak in English because my grandchildren- my grandchildren married women from other places.","adawatta","because","kokok","grandchildren","ngämo","yes","no","kinship"
"oba","3.nsg.poss","Ede ddob täräp me ngäna mɨnyi Ingglis eka walle eka gogalle adawatta ngämo kokok a era oba - ngämo llɨg a era ddob ttängäm att mälla de dällädaebeyo","So sometimes I would speak in English because my grandchildren- my grandchildren married women from other places.","","","","","oba","yes","no",NA
"ngämo","1.sg.poss","Ede ddob täräp me ngäna mɨnyi Ingglis eka walle eka gogalle adawatta ngämo kokok a era oba - ngämo llɨg a era ddob ttängäm att mälla de dällädaebeyo","So sometimes I would speak in English because my grandchildren- my grandchildren married women from other places.","-","","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Em eka de däpanyalle adawatta ttongo män a ngämo eran ede Em ekong lla de dällädän a obo llɨg a era Em eka walle eka anggan","We communicated in Em language because one of my daughter got married to an Em speaking man and her children speak Em language.","a","nom","eran","aux.prs.1|3sgA>3sgP","ngämo","yes","no",NA
"obo","3.sg.poss","Em eka de däpanyalle adawatta ttongo män a ngämo eran ede Em ekong lla de dällädän a obo llɨg a era Em eka walle eka anggan","We communicated in Em language because one of my daughter got married to an Em speaking man and her children speak Em language.","a","nom","llɨg","boy","obo","yes","no","kinship"
"ngäma","1.excl.nsg.poss","Adawatta däbe ngäma eka dan","It's because that is our language.","däbe","that.nom","eka","speak","ngäma","yes","no",NA
"ngäma","1.excl.nsg.poss","Ende da bänga ngäma eka dan","Ende may be our language.","bänga","though","eka","speak","ngäma","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a Kit ainen","My name is Kit","dan","cop.prs.sgS,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin di ddob lla da ada ttaem erallo Kit Kitarang Mado Kira","My name is called by others as Kit, Kitarang, Mado, Kira","ainen","cop.who.prs.sgS,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin di ada ttaem amallo","That is now they call my name","kira",",","bin","name","ngämo","yes","no",NA
"oba","3.nsg.poss","Ao oba däbe tongonen ma bin dag ngämo",NA,"","","däbe","that.nom","oba","yes","no",NA
"ngämo","1.sg.poss,","Ao oba däbe tongonen ma bin dag ngämo",NA,"dag","cop.prs.plS","ngämo","1.sg.poss","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin di ddob ttongo ingollang ttongo ingollang ttaem amallo","The say my name differently","dag","cop.prs.plS,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mokowang bin a Kit Nagat Skot Nego",NA,"amallo","aux.prs.3nsgA>plP,","mokowang","love-att","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ao ngämo nadum a daden","Yes, I have a namesake","","","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a ttongo Malläm att dan ttongo Keti att dan","I have a namesake from Mallam, and the other from Keti","daden","cop.exist.prs.sgS,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg bi ngämo mäda walle","My mother with my father","dan","cop.prs.sgS,","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg bi ngämo mäda walle","My mother with my father","bi","3.nsg.nom","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg bi ngämo mäda walle","My mother with my father","walle","com,","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg bi ngämo mäda walle","My mother with my father","bi","3.nsg.nom","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg bi a ngämo sistas a ngäna oba peyang giddollnen allan","My mother and my sister, I live with them.","walle","com,","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo mäg bi a ngämo sistas a ngäna oba peyang giddollnen allan","My mother and my sister, I live with them.","a","nom","sistas","","ngämo","yes","no","kinship"
"iba","1.incl.nsg.poss","Iba eka","Our (Ende) language","allan","aux.prs.1|3sgS,","eka","speak,","iba","yes","no",NA
"ngämo","1.sg.poss","Ngämo obo bin a nga däbe eka bin a kame dan",NA,"eka","speak,","obo","3.sg.poss","ngämo","yes","no",NA
"obo","3.sg.poss","Ngämo obo bin a nga däbe eka bin a kame dan",NA,"ngämo","1.sg.poss","bin","name","obo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba bo mäda Kullintti att dan","My fathers father is from Kurunti","dan","cop.prs.sgS,","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba bo mäda Kullintti att dan","My fathers father is from Kurunti","baba","father","mäda","father","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba Kullintti att dan a ngämo baba bo mäda Kullintti att dan","My dad is from Kurunti, my dad's father is from Kurunti","dan","cop.prs.sgS,","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo baba Kullintti att dan a ngämo baba bo mäda Kullintti att dan","My dad is from Kurunti, my dad's father is from Kurunti","a","nom","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba Kullintti att dan a ngämo baba bo mäda Kullintti att dan","My dad is from Kurunti, my dad's father is from Kurunti","baba","father","mäda","father","bo","yes","no","kinship"
"ngämo","1.sg.poss","Oke ngämo mäda gänyeri guddällän gänyeri mälla de dällädän","My father came here (Limol), and married a woman from here.","oke","okay","mäda","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo masamasar a Mägayam eka walle Abom eka walle eka anggan ngämo pate","My grandparents speak the Mgayam language, they speak to me in Abom language.","dällädän","grab.rem.3sgA>3sgP,","masamasar","ancestors","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo masar a Abom mälla de dällädän","My grandfather got married to an Abom (speaking) woman.","pate","towards,","masar","grandfather","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo bin a Toni aenen a sisor llɨg a Tonzah alle ttaem nalla","My name is Tonny, youths call me by Tonzah name.","dazäralle",",","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","A sisor lla da ngämo märäl a ami da ubi sisor bin di ngäna ngämo daer Tonzah Tonzah alle ttaem erallo ngämo sisor bin di","The youths same age with me gave me a new name Tonzah. They call my new name as Tonzah","da","nom","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","A sisor lla da ngämo märäl a ami da ubi sisor bin di ngäna ngämo daer Tonzah Tonzah alle ttaem erallo ngämo sisor bin di","The youths same age with me gave me a new name Tonzah. They call my new name as Tonzah","ngäna","1.sg.nom","daer","","ngämo","yes","no",NA
"ngämo","1.sg.poss","A sisor lla da ngämo märäl a ami da ubi sisor bin di ngäna ngämo daer Tonzah Tonzah alle ttaem erallo ngämo sisor bin di","The youths same age with me gave me a new name Tonzah. They call my new name as Tonzah","erallo","aux.prs.3nsgA>3sgP","sisor","new","ngämo","yes","no",NA
"ngämo","1.sg.poss","A ngämo ddob a masamasar aba bin a dadeg ada Mllapang","I also have my names of my grand parents like Mllapang.","a","nom","ddob","other","ngämo","yes","no",NA
"aba","3.nsg.poss","A ngämo ddob a masamasar aba bin a dadeg ada Mllapang","I also have my names of my grand parents like Mllapang.","masamasar","ancestors","bin","name","aba","yes","no",NA
"ngämo","1.sg.poss","Ada ngämo mäg bo baba bo bin a Geser","And my mother's father's name Geser.","ada","like this","mäg","mother","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ada ngämo mäg bo baba bo bin a Geser","And my mother's father's name Geser.","mäg","mother","baba","father","bo","yes","no","kinship"
"bo","3.sg.poss","Ada ngämo mäg bo baba bo bin a Geser","And my mother's father's name Geser.","baba","father","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo nadum a daden Kinykiny me ngämo mäg bo mang","I have my namesake in kinykiny, my mother's brother.","geser","male personal name,","nadum","namesake","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nadum a daden Kinykiny me ngämo mäg bo mang","I have my namesake in kinykiny, my mother's brother.","","","mäg","mother","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo nadum a daden Kinykiny me ngämo mäg bo mang","I have my namesake in kinykiny, my mother's brother.","mäg","mother","mang","brother,","bo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo märäl a ada Kols Baewa Galo Erme a Loni Garayi Estha Madura ako ddob dadeg","Kols Baewa, Galo Erme, Loni Garai, Esther Madura and there are others too, who are same age with me.","mang","brother,","märäl","size","ngämo","yes","no",NA
"ngämo","1.sg.poss","A ngämo mäg a ngämo baba","My mother and my father.","a","nom","mäg","mother","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","A ngämo mäg a ngämo baba","My mother and my father.","a","nom","baba","father,","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo nagnag a Ende att a ngämi Ende eka walle eka gontemenyaemne","My friends from Ende tribe we spoke Ende to each other outside the classroom.","baba","father,","nagnag","friends","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ma me ada ngäna ngämo femli peyang ngämo mälla ngämo llɨg a kumuddäga ada ngämo yae a baba da ngämi llame giddollnen eran","I am staying in my house with my wife and our three kids and my father and mother. We are all living together.","a","nom","ma","house","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo ma me ada ngäna ngämo femli peyang ngämo mälla ngämo llɨg a kumuddäga ada ngämo yae a baba da ngämi llame giddollnen eran","I am staying in my house with my wife and our three kids and my father and mother. We are all living together.","ngäna","1.sg.nom","femli","family","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ma me ada ngäna ngämo femli peyang ngämo mälla ngämo llɨg a kumuddäga ada ngämo yae a baba da ngämi llame giddollnen eran","I am staying in my house with my wife and our three kids and my father and mother. We are all living together.","","","mälla","woman","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ma me ada ngäna ngämo femli peyang ngämo mälla ngämo llɨg a kumuddäga ada ngämo yae a baba da ngämi llame giddollnen eran","I am staying in my house with my wife and our three kids and my father and mother. We are all living together.","","","llɨg","boy","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo ma me ada ngäna ngämo femli peyang ngämo mälla ngämo llɨg a kumuddäga ada ngämo yae a baba da ngämi llame giddollnen eran","I am staying in my house with my wife and our three kids and my father and mother. We are all living together.","ada","like this","yae","mother","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a ge linguistic project a era ngämo bin a dedme da vice-chairman","I am a vice-chair person for the linguistic project.","eran","aux.prs.1|3sgA>3sgP,","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo bin a ge linguistic project a era ngämo bin a dedme da vice-chairman","I am a vice-chair person for the linguistic project.","era","foc","bin","name","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo mabun a bunkuttang dan","My totem is catfish.","vice-chairman",",","mabun","clan","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo umllang eka dan ada Pizin a Ingglis a Tame eka da Ende eka da","I know and can speak in Ende, Pidgin and Taeme languages.","dan","cop.prs.sgS,","umllang eka","summary","ngämo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba bo bin a Warama","My fathers name is Warama","da","nom,","baba","father","ngämo","yes","no","kinship"
"bo","3.sg.poss","Ngämo baba bo bin a Warama","My fathers name is Warama","baba","father","bin","name","bo","yes","no",NA
"ngämo","1.sg.poss","Ngämo baba lla batt a dan lla batt dan tupitupi dan kälekäle pättang dan","My father is a slim middle age man.","warama","male personal name,","baba","father","ngämo","yes","no","kinship"
"ngämo","1.sg.poss","Ngämo yae bo bin a Wagiba","My mother's name is Wagiba.","dan","cop.prs.sgS,","yae","mother","ngämo","yes","no",NA
"bo","3.sg.poss","Ngämo yae bo bin a Wagiba","My mother's name is Wagiba.","yae","mother","bin","name","bo","yes","no",NA
"obo","3.sg.poss","Obo traeb abal a Ende dan","Ende.","wagiba","female personal name,","traeb","tribe","obo","yes","no",NA
"obo","3.sg.poss","Obo mabun a bikme dan","My mothers clan totem is special palm tree.","dan","cop.prs.sgS,","mabun","clan","obo","yes","no",NA
